CONTROL,PER,REGION,METRO3,VALUE,ZINC2,ROOMS,ZADEQ,UTILITY,FMTZADEQ
'401243930141',5,'3','3',250000,154900,9,'1',243.1666667,1 Adequate
'698206030133',5,'1','2',500000,154700,8,'1',201,1 Adequate
'401932190148',2,'2','2',111500,154649,10,'1',161.6666667,1 Adequate
'659583430133',2,'1','2',350000,154648,5,'1',138.8333333,1 Adequate
'300657230103',4,'4','4',250000,154600,6,'1',119.8333333,1 Adequate
'399992960343',2,'3','2',300000,154550,6,'1',179.5,1 Adequate
'600530130103',3,'3','2',250000,154500,7,'1',117,1 Adequate
'400150310148',5,'2','3',230000,154500,9,'1',313,1 Adequate
'399319930113',6,'3','1',110000,154500,6,'1',480.3333333,1 Adequate
'300056130103',2,'2','2',265000,154200,5,'1',294,1 Adequate
'384903510145',3,'1','2',450000,154200,7,'1',451.6666667,1 Adequate
'288302390149',3,'4','2',285000,154185,9,'1',179.1666667,1 Adequate
'357711310144',3,'4','1',450000,154184,8,'1',390,1 Adequate
'281749170146',4,'2','2',240000,154150,7,'1',208.6666667,1 Adequate
'303622180146',3,'2','1',290000,154000,8,'1',235.9166667,1 Adequate
'399561710148',2,'1','5',160000,154000,7,'1',279.3333333,1 Adequate
'400574130103',3,'4','1',500000,154000,8,'1',698.25,1 Adequate
'600261830103',4,'4','2',360000,154000,8,'1',600.0833333,1 Adequate
'601502730133',2,'2','2',160000,154000,5,'1',153,1 Adequate
'698381930133',3,'1','2',500000,154000,6,'1',287,1 Adequate
'699306930343',4,'3','3',250000,154000,8,'1',371.8333333,1 Adequate
'199691908183',4,'3','5',300000,154000,9,'1',460,1 Adequate
'733558710142',5,'3','1',230000,154000,8,'1',578.6666667,1 Adequate
'499258920341',2,'1','3',350000,153892,7,'1',245.3333333,1 Adequate
'167258320147',2,'1','2',335000,153870,8,'1',230.6666667,1 Adequate
'386583130133',3,'1','2',465000,153864,9,'1',306.3333333,1 Adequate
'730641170145',2,'4','1',299000,153600,4,'1',67,1 Adequate
'285273530147',2,'1','1',450000,153500,8,'1',544.5,1 Adequate
'297596830133',2,'2','1',350000,153500,4,'1',150,1 Adequate
'387791390149',7,'1','2',425000,153500,7,'1',358.6666667,1 Adequate
'730856160142',1,'2','1',120000,153500,6,'1',168.5833333,1 Adequate
'600879130103',2,'2','2',350000,153496,7,'1',262.1666667,1 Adequate
'600527130141',3,'2','1',65000,153470,7,'1',90,1 Adequate
'100860130142',1,'1','3',2465647,153400,9,'1',570,1 Adequate
'489138370146',2,'2','1',165000,153400,8,'1',244.0833333,1 Adequate
'287788950140',4,'2','2',200000,153200,9,'1',370.3333333,1 Adequate
'301583430133',3,'1','2',410000,153200,8,'1',228,1 Adequate
'731593130145',2,'3','2',599999,153200,10,'1',391.3333333,1 Adequate
'585944920146',2,'3','1',590000,153114,7,'1',241,1 Adequate
'185357660147',4,'2','2',25000,153100,7,'1',396.3333333,1 Adequate
'499793940243',4,'2','4',165000,153100,6,'1',472.9166667,1 Adequate
'730823320141',4,'2','3',290000,153043,7,'1',325.6666667,1 Adequate
'730306080140',3,'3','1',350000,153040,8,'1',209.1666667,1 Adequate
'731700840143',3,'3','3',120000,153025,6,'1',265.6666667,1 Adequate
'382589210144',2,'2','1',300000,153012,6,'1',146,1 Adequate
'101261630103',2,'4','1',150000,153000,8,'1',367.1666667,1 Adequate
'606687300140',2,'3','2',150000,153000,4,'1',112.3333333,1 Adequate
'199707630133',4,'1','2',600000,153000,5,'1',201,1 Adequate
'200288740147',3,'2','1',575000,153000,4,'1',86,1 Adequate
'201657910142',2,'2','2',300000,153000,6,'1',229,1 Adequate
'299468830244',3,'4','5',80000,153000,6,'1',230,1 Adequate
'299548700441',2,'1','5',100000,153000,6,'1',217.8333333,1 Adequate
'399282800344',2,'2','1',250000,153000,7,'1',167,1 Adequate
'600790170147',2,'3','3',320000,153000,8,'1',224.6666667,1 Adequate
'300774130103',4,'3','1',180000,153000,8,'1',229,1 Adequate
'400596530133',2,'2','2',700000,153000,11,'1',650.1666667,1 Adequate
'598206330133',3,'1','1',300000,153000,7,'1',296.8333333,1 Adequate
'601828560147',7,'4','2',320000,153000,12,'1',416,1 Adequate
'662502850143',5,'2','3',100000,153000,6,'1',232.3333333,1 Adequate
'732515730145',6,'3','2',300000,153000,9,'1',323.1666667,1 Adequate
'731589520144',1,'2','3',600000,153000,6,'1',222,1 Adequate
'200315230103',4,'3','2',275000,153000,9,'1',479.1666667,1 Adequate
'733358870147',3,'4','1',300000,153000,6,'1',161,1 Adequate
'500239160346',2,'4','1',350000,152838,8,'1',425,1 Adequate
'200828230103',4,'2','2',400000,152800,10,'1',331.5,1 Adequate
'397273730133',4,'1','2',400000,152800,8,'1',348,1 Adequate
'289895140141',4,'2','1',200000,152620,7,'1',209.8333333,1 Adequate
'600374130203',4,'2','5',500800,152500,9,'1',314.5,1 Adequate
'689085340147',3,'2','4',200000,152500,8,'1',51,1 Adequate
'689458150148',2,'1','2',425000,152500,8,'1',331.3333333,1 Adequate
'731174260244',2,'1','3',300000,152500,8,'1',217.8333333,1 Adequate
'730207060147',2,'3','1',250000,152500,7,'1',434,1 Adequate
'382336930133',2,'2','3',460000,152444,6,'1',119,1 Adequate
'699178799081',3,'3','5',250000,152400,7,'1',326,1 Adequate
'389306300146',2,'3','1',400000,152400,8,'1',328,1 Adequate
'300336980149',5,'2','2',350000,152300,9,'1',229.8333333,1 Adequate
'731733510140',6,'4','2',325000,152248,9,'1',288.4166667,1 Adequate
'601907910146',3,'3','2',400000,152240,6,'1',270,1 Adequate
'389895130141',4,'2','2',260000,152200,9,'1',367.8333333,1 Adequate
'200356310249',5,'3','3',200000,152100,8,'1',188.6666667,1 Adequate
'301583330103',4,'1','2',460000,152100,8,'1',679.8333333,1 Adequate
'174596730133',4,'2','1',365000,152000,7,'1',296,1 Adequate
'185962780148',3,'1','3',325000,152000,8,'1',1071.333333,1 Adequate
'196710530133',4,'1','2',159000,152000,7,'1',373,1 Adequate
'200113130103',4,'2','5',335000,152000,9,'1',370.1666667,1 Adequate
'281850700146',2,'4','2',500000,152000,5,'1',312.6666667,1 Adequate
'288206330143',2,'1','2',525000,152000,10,'1',519,1 Adequate
'301229560142',2,'2','2',70000,152000,7,'1',151,1 Adequate
'388796790140',3,'1','2',500000,152000,8,'1',109,1 Adequate
'400264120142',4,'1','1',250000,152000,8,'1',230.6666667,1 Adequate
'441502530133',6,'2','3',210000,152000,7,'1',150,1 Adequate
'499136950445',5,'2','5',125000,152000,9,'1',300.8333333,1 Adequate
'500302710249',2,'4','2',275,152000,6,'1',0,1 Adequate
'730970830143',3,'3','4',275000,152000,7,'1',296,1 Adequate
'683895320141',2,'2','1',300000,152000,6,'1',352,1 Adequate
'684583030133',3,'1','2',275000,152000,8,'1',405,1 Adequate
'686206340140',3,'1','2',300000,152000,7,'1',283.6666667,1 Adequate
'686302550146',4,'4','2',469000,152000,7,'1',259.0833333,1 Adequate
'300881230103',5,'3','4',399000,152000,9,'1',315,1 Adequate
'730026420143',5,'1','3',455000,152000,11,'1',574.3333333,1 Adequate
'730317440140',2,'4','2',400000,152000,8,'1',207,1 Adequate
'733579050145',5,'4','2',900000,152000,8,'1',293.6666667,1 Adequate
'100655230103',6,'3','2',504000,152000,7,'1',579,1 Adequate
'189827780143',4,'3','2',500000,152000,8,'1',687.5833333,1 Adequate
'300452230103',3,'1','1',580000,151950,6,'1',304,1 Adequate
'299785858380',2,'3','5',140000,151950,5,'1',257,1 Adequate
'730499110140',5,'3','2',360000,151900,6,'1',308.75,1 Adequate
'389794730144',4,'1','2',354000,151800,5,'1',480.3333333,1 Adequate
'389557560141',2,'3','4',70000,151800,6,'1',285.75,1 Adequate
'600365130103',3,'2','2',355000,151600,9,'1',269.4166667,1 Adequate
'389575570142',2,'4','1',200000,151584,5,'1',242.5833333,1 Adequate
'600299130103',2,'3','4',170000,151500,5,'1',235,1 Adequate
'731468740143',5,'2','3',240000,151420,7,'1',199.4166667,1 Adequate
'189897990147',3,'1','2',1000000,151300,7,'1',516.6666667,1 Adequate
'499480630144',2,'3','5',63000,151200,5,'1',226,1 Adequate
'730806680148',3,'3','3',425000,151200,9,'1',358.3333333,1 Adequate
'288638360145',4,'4','2',350000,151140,7,'1',364,1 Adequate
'299078850340',2,'2','3',280000,151001,7,'1',250.5833333,1 Adequate
'100661720141',5,'1','3',500000,151000,8,'1',768.25,1 Adequate
'300461140149',2,'1','1',400000,151000,8,'1',150.3333333,1 Adequate
'398583030133',1,'1','1',180000,151000,5,'1',224,1 Adequate
'489130970141',2,'1','2',800000,151000,5,'1',363.9166667,1 Adequate
'687880360147',4,'1','2',350000,151000,9,'3',210,3 Severely Indadequa
'697381030133',4,'1','2',225000,151000,5,'1',414.8333333,1 Adequate
'737502180146',6,'2','3',275000,151000,10,'1',281,1 Adequate
'399384430133',4,'1','2',525000,150900,9,'1',651.3333333,1 Adequate
'292384630133',3,'1','2',1000000,150770,8,'1',947,1 Adequate
'688389200149',4,'3','2',120000,150720,7,'1',318,1 Adequate
'178037140146',5,'4','2',400000,150680,7,'1',187.5,1 Adequate
'389129100149',2,'4','1',450000,150600,5,'1',148,1 Adequate
'389502380143',3,'2','2',130000,150600,6,'1',299,1 Adequate
'734129420143',5,'4','2',2465647,150600,9,'1',382,1 Adequate
'429049930113',3,'3','2',40000,150519,5,'1',199,1 Adequate
'189229790140',1,'2','4',450000,150500,8,'1',358,1 Adequate
'500504230103',1,'3','2',100000,150500,4,'1',133.6666667,1 Adequate
'200622130103',4,'2','2',425000,150500,9,'1',273.8333333,1 Adequate
'389618780147',3,'4','2',200000,150500,7,'1',269.5833333,1 Adequate
'488358790144',4,'4','2',700000,150500,9,'1',514.3333333,1 Adequate
'283638650144',3,'3','1',365000,150500,6,'1',353.3333333,1 Adequate
'731979970148',2,'4','5',1000000,150500,5,'1',281,1 Adequate
'499926848781',4,'3','3',350000,150375,8,'1',412.4166667,1 Adequate
'169502430133',4,'2','2',137000,150340,6,'1',264.6666667,1 Adequate
'199630758586',3,'3','5',300000,150300,11,'1',197.1666667,1 Adequate
'733474780146',1,'4','1',300000,150300,2,'1',55,1 Adequate
'200755530103',2,'3','2',200000,150200,7,'1',177.3333333,1 Adequate
'100238330103',4,'1','2',595000,150150,8,'1',478,1 Adequate
'385895970144',2,'2','1',150000,150150,5,'1',213.5,1 Adequate
'301489100143',4,'1','3',260000,150140,7,'1',363.6666667,1 Adequate
'734306390149',3,'3','3',225000,150120,7,'1',418,1 Adequate
'381846730142',5,'3','1',450000,150120,9,'1',626.1666667,1 Adequate
'356502630133',4,'2','2',600000,150100,10,'1',733,1 Adequate
'500583930133',4,'1','2',300000,150100,8,'1',329.6666667,1 Adequate
'600754140342',3,'3','1',195000,150064,8,'1',256.8333333,1 Adequate
'731550950148',2,'1','2',499000,150020,8,'1',170.3333333,1 Adequate
'189962100145',2,'1','2',170000,150001,7,'1',372.3333333,1 Adequate
'400577130103',4,'2','3',400000,150001,8,'1',315,1 Adequate
'731248120142',2,'3','1',120000,150001,8,'1',233,1 Adequate
'603848140147',4,'2','3',90000,150001,7,'1',195.3333333,1 Adequate
'603806130148',6,'3','2',400000,150001,10,'1',481.3333333,1 Adequate
'100107110148',3,'2','4',300000,150000,9,'1',315.3333333,1 Adequate
'100583830133',2,'1','2',560000,150000,8,'1',572,1 Adequate
'282319920149',1,'3','1',180000,150000,5,'1',82,1 Adequate
'103828190146',4,'2','2',280000,150000,9,'1',169.8333333,1 Adequate
'159596870143',2,'2','1',300000,150000,6,'1',467.3333333,1 Adequate
'171502230133',2,'2','2',240000,150000,6,'1',256,1 Adequate
'173596530133',3,'2','1',200000,150000,5,'1',186.5,1 Adequate
'174336130133',5,'2','2',600000,150000,7,'1',436,1 Adequate
'181890780144',1,'4','1',400000,150000,7,'1',269.3333333,1 Adequate
'188185790144',3,'1','1',450000,150000,3,'1',74,1 Adequate
'188206590143',1,'1','2',900000,150000,8,'1',282.5833333,1 Adequate
'188489560146',3,'1','2',300000,150000,7,'1',595.5833333,1 Adequate
'284319700143',3,'3','1',180000,150000,4,2,124,2 Moderately Inadequ
'195273730133',4,'1','2',770000,150000,8,'1',357.6666667,1 Adequate
'205482940149',4,'3','3',500000,150000,7,'1',138,1 Adequate
'103687950140',4,'3','1',150000,150000,4,'1',142,1 Adequate
'199948830141',5,'1','5',150000,150000,6,'1',214,1 Adequate
'299557968186',2,'3','3',150000,150000,6,'1',149.8333333,1 Adequate
'200503130103',5,'4','1',400000,150000,10,'1',418.4166667,1 Adequate
'200813230103',2,'4','1',230000,150000,7,'1',212,1 Adequate
'203267590144',2,'4','3',385000,150000,7,'1',309.1666667,1 Adequate
'205169590146',3,'4','3',350000,150000,9,'1',333.3333333,1 Adequate
'283903500148',3,'1','2',450000,150000,7,'1',395,1 Adequate
'287583030133',6,'1','2',180000,150000,6,'1',358,1 Adequate
'730027170141',3,'3','1',325000,150000,8,'1',168,1 Adequate
'293489230133',2,'1','2',170000,150000,5,'1',173,1 Adequate
'296384830133',4,'1','2',350000,150000,8,'1',377,1 Adequate
'298273730133',3,'1','2',550000,150000,8,'1',437.6666667,1 Adequate
'299314830343',4,'4','5',100000,150000,8,'1',236,1 Adequate
'299449930142',2,'2','3',295000,150000,6,'1',95,1 Adequate
'299566970240',1,'2','5',150000,150000,6,'1',232.8333333,1 Adequate
'732173560149',2,'3','1',90000,150000,5,'1',187.75,1 Adequate
'300411140147',2,'4','3',400000,150000,8,'1',342,1 Adequate
'300788330103',3,'2','2',370000,150000,8,'1',148.9166667,1 Adequate
'300794760147',2,'1','1',800000,150000,6,'1',261.3333333,1 Adequate
'300897230103',4,'4','1',290000,150000,7,'1',381.1666667,1 Adequate
'300963130103',3,'4','1',320000,150000,7,'1',194.3333333,1 Adequate
'301493130147',6,'4','2',650000,150000,8,'1',786.0833333,1 Adequate
'381733690143',3,'4','1',220000,150000,4,'1',56,1 Adequate
'384809130145',1,'4','1',335000,150000,4,'1',260.6666667,1 Adequate
'385336730133',2,'2','1',275000,150000,8,'1',288.8333333,1 Adequate
'387778320145',4,'4','2',600000,150000,7,'1',378.3333333,1 Adequate
'396791330133',4,'1','2',700000,150000,10,2,433,2 Moderately Inadequ
'398954530133',2,'1','1',345000,150000,6,'1',376,1 Adequate
'400849330103',1,'3','2',199000,150000,5,'1',215.6666667,1 Adequate
'100321230103',4,'3','2',450000,150000,9,'1',218.1666667,1 Adequate
'730243010144',3,'3','2',315000,150000,8,'1',218.8333333,1 Adequate
'699857900248',2,'3','2',150000,150000,5,'1',222,1 Adequate
'399747330133',3,'1','2',500000,150000,7,'1',337.3333333,1 Adequate
'399791630133',2,'1','2',69000,150000,7,'1',651.5,1 Adequate
'689250160144',2,'3','2',600000,150000,9,'1',226.5,1 Adequate
'399965870346',5,'1','3',1000000,150000,7,'1',506.3333333,1 Adequate
'699142909780',3,'3','2',289000,150000,7,'1',229.8333333,1 Adequate
'400168530103',2,'3','2',480000,150000,9,'1',230,1 Adequate
'400295300149',1,'4','2',280000,150000,7,'1',338,1 Adequate
'200499230103',2,'3','2',535000,150000,8,'1',231,1 Adequate
'300130130140',2,'3','1',220000,150000,7,'1',231,1 Adequate
'400369130103',2,'2','1',400000,150000,7,'1',123,1 Adequate
'400879170146',5,'2','1',325000,150000,8,'1',277,1 Adequate
'199211600143',2,'3','5',100000,150000,7,'1',240,1 Adequate
'461711780141',2,'4','1',377000,150000,5,2,472.1666667,2 Moderately Inadequ
'462502230133',2,'2','2',85000,150000,5,'1',161.3333333,1 Adequate
'388086560144',2,'3','2',350000,150000,6,'1',242.25,1 Adequate
'482579350142',2,'4','2',750000,150000,6,'1',200.5,1 Adequate
'482583830133',1,'1','2',555000,150000,7,'1',614.6666667,1 Adequate
'736638380141',4,'3','2',215000,150000,10,'1',245.5833333,1 Adequate
'488796450140',2,'1','2',465000,150000,9,'1',718.25,1 Adequate
'730531570148',4,'3','3',260000,150000,9,'1',249.1666667,1 Adequate
'499333839882',3,'3','5',120000,150000,8,'1',249.6666667,1 Adequate
'499529918285',2,'3','2',180000,150000,5,'1',253,1 Adequate
'101118140143',3,'3','3',2465647,150000,8,'1',253.1666667,1 Adequate
'187944340149',3,'3','2',300000,150000,7,'1',256.3333333,1 Adequate
'201792780144',4,'3','1',250000,150000,10,'1',258.3333333,1 Adequate
'499404730133',3,'1','2',500000,150000,7,'1',308.5,1 Adequate
'730227650147',4,'3','3',180000,150000,7,'1',263,1 Adequate
'399168930113',2,'3','1',100000,150000,7,'1',265.6666667,1 Adequate
'500425430103',3,'4','1',1000000,150000,8,'1',156.8333333,1 Adequate
'500472380144',3,'4','4',225000,150000,8,'1',224.5,1 Adequate
'500489230133',5,'1','2',250000,150000,8,'1',523,1 Adequate
'500767130103',2,'2','3',225000,150000,5,'1',146.6666667,1 Adequate
'579963310140',5,'4','1',700000,150000,7,'1',269.8333333,1 Adequate
'582641350142',4,'4','1',750000,150000,8,'1',500,1 Adequate
'589309910142',4,'1','2',260000,150000,5,'1',648,1 Adequate
'309577160141',3,'3','3',150000,150000,7,'1',283.6666667,1 Adequate
'594381230133',2,'1','3',650000,150000,6,'1',288.1666667,1 Adequate
'388319780140',2,'3','2',300000,150000,7,'1',291,1 Adequate
'599865930342',2,'2','4',90000,150000,5,'1',72.66666667,1 Adequate
'203687120149',3,'3','2',625000,150000,8,'1',293.6666667,1 Adequate
'600386230103',1,'2','5',500000,150000,8,'1',116,1 Adequate
'600707330133',2,'1','3',350000,150000,8,'1',383,1 Adequate
'654502430133',3,'2','2',270000,150000,7,'1',300.6666667,1 Adequate
'679129310143',4,'4','2',700000,150000,5,'1',284.6666667,1 Adequate
'686879320145',2,'1','2',225000,150000,7,'1',357.5833333,1 Adequate
'688497600144',2,'4','2',440000,150000,9,'1',325.75,1 Adequate
'736944300149',3,'3','3',450000,150000,7,'1',317,1 Adequate
'689336330133',4,'2','2',350000,150000,8,'1',356,1 Adequate
'693336430133',2,'2','2',300000,150000,9,'1',290,1 Adequate
'200617130103',5,'3','5',230000,150000,8,'1',328.6666667,1 Adequate
'732998230144',3,'3','2',200000,150000,7,'1',354.5,1 Adequate
'730003550144',5,'2','2',360000,150000,10,'1',466.3333333,1 Adequate
'733591540142',4,'3','3',525000,150000,7,'1',360,1 Adequate
'730218920143',3,'4','1',400000,150000,6,'1',141,1 Adequate
'687407390147',4,'3','1',250000,150000,7,'1',364.3333333,1 Adequate
'730229770148',4,'2','2',195000,150000,6,'1',180,1 Adequate
'400615370147',4,'3','3',350000,150000,5,'1',365.4166667,1 Adequate
'730238510140',4,'1','3',520000,150000,6,'1',268,1 Adequate
'730242500145',1,'1','2',750000,150000,8,'1',429.3333333,1 Adequate
'731029420149',3,'3','2',400000,150000,9,'1',380,1 Adequate
'730710220146',1,'1','2',500000,150000,5,'1',634,1 Adequate
'730861000144',4,'2','5',150000,150000,6,'1',212.0833333,1 Adequate
'730976170141',4,'1','2',275000,150000,6,'1',260.5,1 Adequate
'730979000149',3,'1','3',315000,150000,6,'1',311,1 Adequate
'403482970146',4,'3','3',350000,150000,5,'1',412,1 Adequate
'731155330148',4,'2','2',225000,150000,10,'1',429.3333333,1 Adequate
'731200500145',4,'2','3',400000,150000,7,'1',296,1 Adequate
'731653470144',4,'4','1',500000,150000,7,'1',246.5,1 Adequate
'200482230103',5,'3','1',250000,150000,11,'1',442.6666667,1 Adequate
'731824120142',5,'4','2',290000,150000,10,'1',749,1 Adequate
'732589210141',2,'2','2',200000,150000,7,'1',591.5,1 Adequate
'388319120149',2,'3','2',125000,150000,6,'1',485.3333333,1 Adequate
'699570938089',3,'3','5',750000,150000,14,'1',523.0833333,1 Adequate
'300655130103',1,'3','1',150000,150000,7,'1',525,1 Adequate
'289504590140',3,'3','2',280000,150000,8,'1',530,1 Adequate
'601389350146',2,'3','1',1000000,150000,7,'1',578.5833333,1 Adequate
'730389680140',4,'3','2',300000,150000,10,'1',584,1 Adequate
'203250510147',4,'3','3',565000,150000,10,'1',687,1 Adequate
'738733710149',4,'4','2',425000,150000,9,'1',218.25,1 Adequate
'738733970149',2,'4','2',700000,150000,9,2,346,2 Moderately Inadequ
'740357150147',3,'2','2',220000,150000,7,'1',165,1 Adequate
'735806510142',4,'3','2',750000,150000,10,'1',828,1 Adequate
'388794710147',5,'1','2',1250000,149999,9,'1',674,1 Adequate
'581336530133',5,'2','2',399990,149999,7,'1',489,1 Adequate
'730895470147',2,'2','2',350000,149999,9,'1',216.25,1 Adequate
'736357580141',4,'2','2',180000,149999,7,'1',295,1 Adequate
'730283230148',5,'2','3',500000,149743,7,'1',341.3333333,1 Adequate
'732941440140',2,'4','2',400000,149700,8,'1',437,1 Adequate
'600714350146',3,'1','3',320000,149600,7,'1',308,1 Adequate
